line_id,route_id,links_before,links_after,removed_prefix,removed_suffix,index_warnings
bus_line_900000000888,bus_route_900000000888,139,139,0,0,0
bus_line_900000000889,bus_route_900000000889,135,134,0,1,0
bus_line_900000025642,bus_route_900000025642,248,247,0,1,0
bus_line_900000028084,bus_route_900000028084,74,74,0,0,0
bus_line_900000028085,bus_route_900000028085,136,136,0,0,0
bus_line_900000028087,bus_route_900000028087,193,193,0,0,0
bus_line_900000028092,bus_route_900000028092,58,58,0,0,0
bus_line_900000029831,bus_route_900000029831,129,129,0,0,0
bus_line_900000029832,bus_route_900000029832,131,131,0,0,0
bus_line_900000030076,bus_route_900000030076,145,145,0,0,0
bus_line_900000030077,bus_route_900000030077,164,164,0,0,0
bus_line_900000030782,bus_route_900000030782,125,124,0,1,0
bus_line_900000030783,bus_route_900000030783,180,180,0,0,0
bus_line_900000034476,bus_route_900000034476,45,39,0,6,0
bus_line_900000035847,bus_route_900000035847,35,29,6,0,0
bus_line_900000037276,bus_route_900000037276,126,126,0,0,0
bus_line_900000037277,bus_route_900000037277,210,210,0,0,0
bus_line_900000042667,bus_route_900000042667,228,228,0,0,0
bus_line_900000042668,bus_route_900000042668,201,201,0,0,0
bus_line_900000042908,bus_route_900000042908,233,232,0,1,0
bus_line_900000042976,bus_route_900000042976,324,324,0,0,0
bus_line_900000043495,bus_route_900000043495,809,809,0,0,0
bus_line_900000045849,bus_route_900000045849,43,37,6,0,0
bus_line_900000045850,bus_route_900000045850,53,47,0,6,0
bus_line_900000046046,bus_route_900000046046,764,764,0,0,0
bus_line_900000046047,bus_route_900000046047,531,531,0,0,0
bus_line_900000046206,bus_route_900000046206,60,60,0,0,0
bus_line_900000048928,bus_route_900000048928,210,210,0,0,0
bus_line_900000048929,bus_route_900000048929,228,228,0,0,0
bus_line_900000049348,bus_route_900000049348,61,61,0,0,0
bus_line_900000049349,bus_route_900000049349,70,70,0,0,0
bus_line_900000049875,bus_route_900000049875,412,412,0,0,0
bus_line_900000049876,bus_route_900000049876,276,276,0,0,0
bus_line_900000055195,bus_route_900000055195,48,48,0,0,0
bus_line_900000055347,bus_route_900000055347,452,452,0,0,0
bus_line_900000055360,bus_route_900000055360,497,497,0,0,0
bus_line_900000061052,bus_route_900000061052,25,25,0,0,0
bus_line_900000061053,bus_route_900000061053,41,41,0,0,0
bus_line_900000062588,bus_route_900000062588,332,332,0,0,0
bus_line_900000062593,bus_route_900000062593,545,545,0,0,0
bus_line_900000071085,bus_route_900000071085,24,22,0,2,0
bus_line_900000071088,bus_route_900000071088,18,18,0,0,0
bus_line_900000071089,bus_route_900000071089,30,30,0,0,0
bus_line_900000071234,bus_route_900000071234,103,103,0,0,0
bus_line_900000071235,bus_route_900000071235,132,132,0,0,0
bus_line_900000074912,bus_route_900000074912,103,102,0,1,0
bus_line_900000074913,bus_route_900000074913,110,109,0,1,0
bus_line_900000076998,bus_route_900000076998,185,185,0,0,0
bus_line_900000076999,bus_route_900000076999,192,192,0,0,0
bus_line_900000077426,bus_route_900000077426,109,109,0,0,0
bus_line_900000077427,bus_route_900000077427,85,85,0,0,0
bus_line_900000077842,bus_route_900000077842,337,337,0,0,0
bus_line_900000077843,bus_route_900000077843,381,381,0,0,0
bus_line_900000079599,bus_route_900000079599,288,288,0,0,0
bus_line_900000079724,bus_route_900000079724,256,256,0,0,0
bus_line_900000079725,bus_route_900000079725,313,312,0,1,0
bus_line_900000079728,bus_route_900000079728,283,282,0,1,0
bus_line_900000079729,bus_route_900000079729,263,262,0,1,0
bus_line_900000080066,bus_route_900000080066,123,123,0,0,0
bus_line_900000080067,bus_route_900000080067,207,207,0,0,0
bus_line_900000080691,bus_route_900000080691,1479,1479,0,0,0
bus_line_900000080692,bus_route_900000080692,1177,1177,0,0,0
bus_line_900000080693,bus_route_900000080693,1056,1056,0,0,0
bus_line_900000080723,bus_route_900000080723,1463,1463,0,0,0
bus_line_900000081248,bus_route_900000081248,491,491,0,0,0
bus_line_900000081249,bus_route_900000081249,425,424,0,1,0
bus_line_900000081546,bus_route_900000081546,156,156,0,0,0
bus_line_900000081547,bus_route_900000081547,78,78,0,0,0
bus_line_900000082325,bus_route_900000082325,129,128,0,1,0
bus_line_900000082326,bus_route_900000082326,125,124,0,1,0
bus_line_900000082435,bus_route_900000082435,104,104,0,0,0
bus_line_900000082436,bus_route_900000082436,58,58,0,0,0
bus_line_900000083059,bus_route_900000083059,255,255,0,0,0
bus_line_900000083060,bus_route_900000083060,229,229,0,0,0
bus_line_900000088182,bus_route_900000088182,114,114,0,0,0
bus_line_900000088183,bus_route_900000088183,114,114,0,0,0
bus_line_900000088960,bus_route_900000088960,35,35,0,0,0
bus_line_900000088961,bus_route_900000088961,120,120,0,0,0
bus_line_900000094001,bus_route_900000094001,111,105,6,0,0
bus_line_900000094002,bus_route_900000094002,117,111,0,6,0
bus_line_900000094157,bus_route_900000094157,379,379,0,0,0
bus_line_900000094158,bus_route_900000094158,367,367,0,0,0
bus_line_900000096029,bus_route_900000096029,265,264,0,1,0
bus_line_900000096030,bus_route_900000096030,295,295,0,0,0
bus_line_900000097079,bus_route_900000097079,103,103,0,0,0
bus_line_900000097080,bus_route_900000097080,85,85,0,0,0
bus_line_900000097471,bus_route_900000097471,55,55,0,0,0
bus_line_900000097472,bus_route_900000097472,60,60,0,0,0
bus_line_900000097540,bus_route_900000097540,195,195,0,0,0
bus_line_900000097541,bus_route_900000097541,241,241,0,0,0
bus_line_900000098953,bus_route_900000098953,98,98,0,0,0
bus_line_900000098954,bus_route_900000098954,1409,1409,0,0,0
bus_line_900000099354,bus_route_900000099354,227,226,0,1,0
bus_line_900000099355,bus_route_900000099355,225,225,0,0,0
bus_line_900000100320,bus_route_900000100320,48,48,0,0,0
bus_line_900000100321,bus_route_900000100321,51,51,0,0,0
bus_line_900000103910,bus_route_900000103910,84,84,0,0,0
bus_line_900000103911,bus_route_900000103911,159,158,0,1,0
bus_line_900000104187,bus_route_900000104187,82,82,0,0,0
bus_line_900000104375,bus_route_900000104375,144,144,0,0,0
bus_line_900000106362,bus_route_900000106362,104,103,0,1,0
bus_line_900000106363,bus_route_900000106363,159,149,0,10,0
bus_line_900000107418,bus_route_900000107418,310,310,0,0,0
bus_line_900000107419,bus_route_900000107419,182,181,0,1,0
bus_line_900000112774,bus_route_900000112774,210,210,0,0,0
bus_line_900000112868,bus_route_900000112868,262,262,0,0,0
bus_line_900000114300,bus_route_900000114300,133,133,0,0,0
bus_line_900000114301,bus_route_900000114301,201,201,0,0,0
bus_line_900000118761,bus_route_900000118761,98,97,0,1,0
bus_line_900000118762,bus_route_900000118762,268,257,0,11,0
bus_line_900000118768,bus_route_900000118768,87,87,0,0,0
bus_line_900000118769,bus_route_900000118769,246,245,0,1,0
bus_line_900000121692,bus_route_900000121692,109,109,0,0,0
bus_line_900000122166,bus_route_900000122166,66,66,0,0,0
bus_line_900000122233,bus_route_900000122233,116,116,0,0,0
bus_line_900000122234,bus_route_900000122234,123,122,0,1,0
bus_line_900000125029,bus_route_900000125029,503,503,0,0,0
bus_line_900000125030,bus_route_900000125030,316,316,0,0,0
bus_line_900000125548,bus_route_900000125548,263,263,0,0,0
bus_line_900000125708,bus_route_900000125708,139,139,0,0,0
bus_line_900000125709,bus_route_900000125709,148,147,0,1,0
bus_line_900000126889,bus_route_900000126889,820,820,0,0,0
bus_line_900000127824,bus_route_900000127824,33,33,0,0,0
bus_line_900000128846,bus_route_900000128846,93,93,0,0,0
bus_line_900000128847,bus_route_900000128847,142,142,0,0,0
bus_line_900000133373,bus_route_900000133373,236,236,0,0,0
bus_line_900000139138,bus_route_900000139138,223,223,0,0,0
bus_line_900000139139,bus_route_900000139139,473,472,0,1,0
bus_line_900000139514,bus_route_900000139514,90,86,0,4,0
bus_line_900000139515,bus_route_900000139515,145,78,67,0,0
bus_line_900000139516,bus_route_900000139516,80,80,0,0,0
bus_line_900000139517,bus_route_900000139517,83,83,0,0,0
bus_line_900000140680,bus_route_900000140680,427,427,0,0,0
bus_line_900000140681,bus_route_900000140681,758,639,0,119,0
bus_line_900000140953,bus_route_900000140953,203,203,0,0,0
bus_line_900000140954,bus_route_900000140954,168,168,0,0,0
bus_line_900000140959,bus_route_900000140959,56,56,0,0,0
bus_line_900000140960,bus_route_900000140960,69,68,0,1,0
bus_line_900000144206,bus_route_900000144206,500,500,0,0,0
bus_line_900000144207,bus_route_900000144207,429,429,0,0,0
bus_line_900000144208,bus_route_900000144208,118,118,0,0,0
bus_line_900000144209,bus_route_900000144209,81,81,0,0,0
bus_line_900000144210,bus_route_900000144210,200,200,0,0,0
bus_line_900000144827,bus_route_900000144827,82,82,0,0,0
bus_line_900000144828,bus_route_900000144828,194,193,0,1,0
bus_line_900000145013,bus_route_900000145013,147,146,0,1,0
bus_line_900000145293,bus_route_900000145293,165,165,0,0,0
bus_line_900000145294,bus_route_900000145294,134,133,0,1,0
bus_line_900000146201,bus_route_900000146201,458,458,0,0,0
bus_line_900000146207,bus_route_900000146207,827,827,0,0,0
bus_line_900000146209,bus_route_900000146209,2003,2003,0,0,0
bus_line_900000146212,bus_route_900000146212,392,392,0,0,0
bus_line_900000146272,bus_route_900000146272,1206,1206,0,0,0
bus_line_900000146903,bus_route_900000146903,225,225,0,0,0
bus_line_900000146904,bus_route_900000146904,185,185,0,0,0
bus_line_900000146905,bus_route_900000146905,148,148,0,0,0
bus_line_900000146906,bus_route_900000146906,100,100,0,0,0
bus_line_900000146909,bus_route_900000146909,541,541,0,0,0
bus_line_900000146910,bus_route_900000146910,702,702,0,0,0
bus_line_900000146927,bus_route_900000146927,512,511,0,1,0
bus_line_900000146928,bus_route_900000146928,579,578,0,1,0
bus_line_900000148759,bus_route_900000148759,35,35,0,0,0
bus_line_900000148762,bus_route_900000148762,32,32,0,0,0
bus_line_900000148866,bus_route_900000148866,22,22,0,0,0
bus_line_900000148867,bus_route_900000148867,724,724,0,0,0
bus_line_900000149278,bus_route_900000149278,842,820,0,22,0
bus_line_900000149468,bus_route_900000149468,1505,1505,0,0,0
bus_line_900000149554,bus_route_900000149554,153,113,0,40,0
bus_line_900000149864,bus_route_900000149864,368,346,0,22,0
bus_line_900000152292,bus_route_900000152292,233,233,0,0,0
bus_line_900000153779,bus_route_900000153779,549,406,0,143,0
bus_line_900000153780,bus_route_900000153780,467,466,0,1,0
bus_line_900000157129,bus_route_900000157129,196,196,0,0,0
bus_line_900000157130,bus_route_900000157130,226,226,0,0,0
bus_line_900000157702,bus_route_900000157702,96,96,0,0,0
bus_line_900000157703,bus_route_900000157703,89,89,0,0,0
bus_line_900000160846,bus_route_900000160846,27,27,0,0,0
bus_line_900000160847,bus_route_900000160847,31,31,0,0,0
bus_line_900000161215,bus_route_900000161215,193,191,0,2,0
bus_line_900000161216,bus_route_900000161216,233,232,0,1,0
bus_line_900000161271,bus_route_900000161271,660,660,0,0,0
bus_line_900000161600,bus_route_900000161600,594,594,0,0,0
bus_line_900000161666,bus_route_900000161666,232,232,0,0,0
bus_line_900000161667,bus_route_900000161667,221,219,0,2,0
bus_line_900000161723,bus_route_900000161723,146,146,0,0,0
bus_line_900000161724,bus_route_900000161724,121,121,0,0,0
bus_line_900000166343,bus_route_900000166343,490,488,2,0,0
bus_line_900000166344,bus_route_900000166344,233,232,0,1,0
bus_line_900000166891,bus_route_900000166891,230,134,0,96,0
bus_line_900000166892,bus_route_900000166892,248,248,0,0,0
bus_line_900000166947,bus_route_900000166947,163,162,0,1,0
bus_line_900000166948,bus_route_900000166948,113,113,0,0,0
bus_line_900000167351,bus_route_900000167351,587,587,0,0,0
bus_line_900000167352,bus_route_900000167352,522,522,0,0,0
bus_line_900000169184,bus_route_900000169184,166,166,0,0,0
bus_line_900000169185,bus_route_900000169185,175,175,0,0,0
bus_line_900000169358,bus_route_900000169358,753,644,0,109,0
bus_line_900000169359,bus_route_900000169359,1004,1004,0,0,0
bus_line_900000169563,bus_route_900000169563,40,40,0,0,0
bus_line_900000169564,bus_route_900000169564,46,46,0,0,0
bus_line_900000170681,bus_route_900000170681,73,73,0,0,0
bus_line_900000170682,bus_route_900000170682,51,51,0,0,0
bus_line_900000172638,bus_route_900000172638,139,139,0,0,0
bus_line_900000172639,bus_route_900000172639,146,146,0,0,0
bus_line_900000173281,bus_route_900000173281,171,29,0,142,0
bus_line_900000173282,bus_route_900000173282,106,25,81,0,0
bus_line_900000173534,bus_route_900000173534,32,32,0,0,0
bus_line_900000173535,bus_route_900000173535,83,83,0,0,0
bus_line_900000173976,bus_route_900000173976,240,240,0,0,0
bus_line_900000173977,bus_route_900000173977,264,263,0,1,0
bus_line_900000174899,bus_route_900000174899,101,101,0,0,0
bus_line_900000174900,bus_route_900000174900,176,176,0,0,0
bus_line_900000175764,bus_route_900000175764,261,261,0,0,0
bus_line_900000175765,bus_route_900000175765,454,317,0,137,0
bus_line_900000175766,bus_route_900000175766,59,59,0,0,0
bus_line_900000175767,bus_route_900000175767,46,40,0,6,0
bus_line_900000175768,bus_route_900000175768,299,298,0,1,0
bus_line_900000175769,bus_route_900000175769,279,279,0,0,0
bus_line_900000175770,bus_route_900000175770,1132,989,0,143,0
bus_line_900000175771,bus_route_900000175771,1338,1338,0,0,0
bus_line_900000181437,bus_route_900000181437,85,85,0,0,0
bus_line_900000181438,bus_route_900000181438,175,175,0,0,0
bus_line_900000181867,bus_route_900000181867,24,24,0,0,0
bus_line_900000182671,bus_route_900000182671,275,274,0,1,0
bus_line_900000182672,bus_route_900000182672,306,306,0,0,0
bus_line_900000183431,bus_route_900000183431,274,274,0,0,0
bus_line_900000183432,bus_route_900000183432,241,241,0,0,0
bus_line_900000183715,bus_route_900000183715,164,162,0,2,0
bus_line_900000183716,bus_route_900000183716,196,196,0,0,0
bus_line_900000186777,bus_route_900000186777,459,409,0,50,0
bus_line_900000186785,bus_route_900000186785,1658,1658,0,0,0
bus_line_900000186795,bus_route_900000186795,453,253,0,200,0
bus_line_900000187569,bus_route_900000187569,70,70,0,0,0
bus_line_900000187570,bus_route_900000187570,70,64,0,6,0
bus_line_900000189726,bus_route_900000189726,143,143,0,0,0
bus_line_900000189727,bus_route_900000189727,92,92,0,0,0
bus_line_900000191300,bus_route_900000191300,20,20,0,0,0
bus_line_900000191301,bus_route_900000191301,38,38,0,0,0
bus_line_900000192611,bus_route_900000192611,1235,1235,0,0,0
bus_line_900000192614,bus_route_900000192614,95,76,0,19,0
bus_line_900000192900,bus_route_900000192900,46,46,0,0,0
bus_line_900000192901,bus_route_900000192901,97,97,0,0,0
bus_line_900000193359,bus_route_900000193359,351,350,0,1,0
bus_line_900000193360,bus_route_900000193360,129,128,0,1,0
bus_line_900000193763,bus_route_900000193763,134,134,0,0,0
bus_line_900000193764,bus_route_900000193764,123,123,0,0,0
bus_line_900000194319,bus_route_900000194319,123,123,0,0,0
bus_line_900000194352,bus_route_900000194352,1157,1157,0,0,0
bus_line_900000195062,bus_route_900000195062,943,895,48,0,0
bus_line_900000196463,bus_route_900000196463,64,64,0,0,0
bus_line_900000198627,bus_route_900000198627,71,65,0,6,0
bus_line_900000200434,bus_route_900000200434,1620,1620,0,0,0
bus_line_900000200435,bus_route_900000200435,1153,1153,0,0,0
bus_line_900000204072,bus_route_900000204072,19,19,0,0,0
bus_line_900000204073,bus_route_900000204073,14,14,0,0,0
bus_line_900000204980,bus_route_900000204980,254,145,0,109,0
bus_line_900000204982,bus_route_900000204982,366,357,0,9,0
bus_line_900000205225,bus_route_900000205225,1068,1068,0,0,0
bus_line_900000205226,bus_route_900000205226,1156,1156,0,0,0
bus_line_900000206025,bus_route_900000206025,1239,1239,0,0,0
bus_line_900000206825,bus_route_900000206825,145,145,0,0,0
bus_line_900000208231,bus_route_900000208231,69,69,0,0,0
bus_line_900000208234,bus_route_900000208234,75,75,0,0,0
bus_line_900000208430,bus_route_900000208430,257,257,0,0,0
bus_line_900000208431,bus_route_900000208431,96,96,0,0,0
bus_line_900000208609,bus_route_900000208609,143,143,0,0,0
bus_line_900000208610,bus_route_900000208610,172,172,0,0,0
bus_line_900000208818,bus_route_900000208818,20,19,0,1,0
bus_line_900000214653,bus_route_900000214653,11,11,0,0,0
bus_line_900000214655,bus_route_900000214655,16,16,0,0,0
bus_line_900000215287,bus_route_900000215287,320,320,0,0,0
bus_line_900000215288,bus_route_900000215288,505,505,0,0,0
bus_line_900000215327,bus_route_900000215327,17,15,0,2,0
bus_line_900000216263,bus_route_900000216263,4,4,0,0,0
bus_line_900000216266,bus_route_900000216266,4,4,0,0,0
bus_line_900000219138,bus_route_900000219138,20,19,0,1,0
bus_line_900000219144,bus_route_900000219144,27,26,0,1,0
bus_line_900000219146,bus_route_900000219146,21,21,0,0,0
bus_line_900000219148,bus_route_900000219148,43,43,0,0,0
bus_line_900000220510,bus_route_900000220510,111,91,0,20,0
bus_line_900000220513,bus_route_900000220513,67,67,0,0,0
bus_line_900000220692,bus_route_900000220692,160,160,0,0,0
bus_line_900000220694,bus_route_900000220694,169,168,0,1,0
bus_line_900000220797,bus_route_900000220797,57,57,0,0,0
bus_line_900000220798,bus_route_900000220798,62,62,0,0,0
bus_line_900000220899,bus_route_900000220899,535,535,0,0,0
bus_line_900000220911,bus_route_900000220911,595,595,0,0,0
bus_line_900000221801,bus_route_900000221801,135,135,0,0,0
bus_line_900000222159,bus_route_900000222159,868,868,0,0,0
bus_line_900000222160,bus_route_900000222160,1084,1084,0,0,0
bus_line_900000224203,bus_route_900000224203,79,79,0,0,0
bus_line_900000224206,bus_route_900000224206,101,101,0,0,0
bus_line_900000224214,bus_route_900000224214,284,284,0,0,0
bus_line_900000224217,bus_route_900000224217,277,276,0,1,0
bus_line_900000224227,bus_route_900000224227,123,123,0,0,0
bus_line_900000224230,bus_route_900000224230,335,65,0,270,0
bus_line_900000224763,bus_route_900000224763,255,237,0,18,0
bus_line_900000226061,bus_route_900000226061,180,180,0,0,0
bus_line_900000226062,bus_route_900000226062,158,158,0,0,0
bus_line_900000227835,bus_route_900000227835,39,39,0,0,0
bus_line_900000227837,bus_route_900000227837,23,22,0,1,0
bus_line_900000227838,bus_route_900000227838,42,41,0,1,0
bus_line_900000227841,bus_route_900000227841,53,53,0,0,0
bus_line_900000227849,bus_route_900000227849,69,69,0,0,0
bus_line_900000227853,bus_route_900000227853,42,42,0,0,0
bus_line_900000228016,bus_route_900000228016,459,409,0,50,0
bus_line_900000228019,bus_route_900000228019,449,249,0,200,0
bus_line_900000228769,bus_route_900000228769,163,163,0,0,0
bus_line_900000228770,bus_route_900000228770,101,100,0,1,0
bus_line_900000229312,bus_route_900000229312,833,833,0,0,0
bus_line_900000229313,bus_route_900000229313,475,475,0,0,0
bus_line_900000233207,bus_route_900000233207,117,116,0,1,0
bus_line_900000233209,bus_route_900000233209,123,123,0,0,0
bus_line_900000234572,bus_route_900000234572,74,73,0,1,0
bus_line_900000234573,bus_route_900000234573,82,81,0,1,0
bus_line_900000238460,bus_route_900000238460,31,31,0,0,0
bus_line_900000238478,bus_route_900000238478,32,32,0,0,0
bus_line_900000240967,bus_route_900000240967,108,108,0,0,0
bus_line_900000240970,bus_route_900000240970,77,76,0,1,0
bus_line_900000240972,bus_route_900000240972,87,87,0,0,0
bus_line_900000240994,bus_route_900000240994,64,63,0,1,0
bus_line_900000241115,bus_route_900000241115,78,78,0,0,0
bus_line_900000241675,bus_route_900000241675,52,52,0,0,0
bus_line_900000241761,bus_route_900000241761,93,16,0,77,0
bus_line_900000241762,bus_route_900000241762,196,196,0,0,0
bus_line_900000242114,bus_route_900000242114,97,97,0,0,0
bus_line_900000242133,bus_route_900000242133,81,81,0,0,0
bus_line_900000242355,bus_route_900000242355,285,285,0,0,0
bus_line_900000242356,bus_route_900000242356,201,201,0,0,0
bus_line_900000242372,bus_route_900000242372,92,92,0,0,0
bus_line_900000242373,bus_route_900000242373,33,33,0,0,0
bus_line_900000242915,bus_route_900000242915,27,27,0,0,0
bus_line_900000242916,bus_route_900000242916,22,22,0,0,0
bus_line_900000252750,bus_route_900000252750,49,49,0,0,0
bus_line_900000252751,bus_route_900000252751,43,43,0,0,0
bus_line_900000254108,bus_route_900000254108,614,614,0,0,0
bus_line_900000254110,bus_route_900000254110,929,928,0,1,0
bus_line_900000254111,bus_route_900000254111,156,156,0,0,0
bus_line_900000254112,bus_route_900000254112,82,82,0,0,0
bus_line_900000254113,bus_route_900000254113,86,86,0,0,0
bus_line_900000254114,bus_route_900000254114,784,784,0,0,0
bus_line_900000254115,bus_route_900000254115,494,494,0,0,0
bus_line_900000254116,bus_route_900000254116,136,136,0,0,0
bus_line_900000254117,bus_route_900000254117,157,157,0,0,0
bus_line_900000254118,bus_route_900000254118,144,143,0,1,0
bus_line_900000254119,bus_route_900000254119,627,627,0,0,0
bus_line_900000254120,bus_route_900000254120,477,477,0,0,0
bus_line_900000254122,bus_route_900000254122,175,175,0,0,0
bus_line_900000254585,bus_route_900000254585,26,26,0,0,0
bus_line_900000254589,bus_route_900000254589,47,47,0,0,0
bus_line_900000254748,bus_route_900000254748,109,109,0,0,0
bus_line_900000254749,bus_route_900000254749,84,84,0,0,0
bus_line_900000254750,bus_route_900000254750,106,106,0,0,0
bus_line_900000254751,bus_route_900000254751,352,191,0,161,0
bus_line_900000254762,bus_route_900000254762,196,196,0,0,0
bus_line_900000254763,bus_route_900000254763,171,171,0,0,0
bus_line_900000255347,bus_route_900000255347,70,70,0,0,0
